id,image,thumbnail,year_from,year_to,person,clothing,caption,description,source
49,blueShirt.png,blueShirt_thumb.png,1820,1880,men,costume,Blue wool hunting shirt. Mid-1820s- 1880,Medium-thick flannel shirt made roomy and large enough to cover and other underwear shirts or even a sweater. Hunting was year round but especially done in the fall for winter supplies of food and furs to use.,Carma's young friend Glen was the model many years ago. Photo by Carma
50,bodice.png,bodice_thumb.png,1830,1840,women,costume,"Bodice of cream wool barege dress, inside and outside.","This sheer wool dress is lined with cheap calico turned inside-out. The calico print does not show through. A front buttoning bodice would be helpful while nursing a baby. The lining on the front bodice is buttoned together separately from the outside fabric. The waistline has a set-in belt of the same sheer fabric (See total dress, above.)",
51,bodiceDress.png,bodiceDress_thumb.png,1800,1800,women,garment,"Baby bodice on a long Christening dress, with dense and elegant broiderie anglaise.","Baby robe bodice made in Canada. If for a baby girl, it would have the skirt waistline attached straight across the front, but for a boy the embroidered point is shown outside the waistband. This V-shaped piece could be made with a special baby in mind by the mother or relative, or could sometimes be purchased as ""cottage made"" by women who worked at home and sold through merchants. The rest of the dress fabric could be purchased separately for the completion of the baby robe. There would be edgings of hand embroidery or lace on sleeves and ruffled hemlines. In this illustration it appears that long lines of the embroidery are made to continue from the waistband all the way down the front of the long skirt to join more decors at the hemline.",Detail of photo from book about Fred G. Williams? But not the Nancy Clement's book
52,bodiceEnhancer.png,bodiceEnhancer_thumb.png,1800,1800,women,garment,a one-piece bodice enhancer.,"This piece of added fullness in the bust line was thought necessary for some females who were not naturally endowed with ""large enough"" breasts. This enhancer could be tucked into the t op of a corset, even a meager corset, and the woman or girl would feel much more beautiful out in society.","C. Willett, and Phillis Cunnington, History Of Underclothes (Mineola, New York, Dover Publications Inc. 1951) Republished 1992."
53,BonnetMadeInFrance.png,BonnetMadeInFrance_thumb.png,1861,1871,women,costume,Bonnet made in France with a scalloped plain fabric brim and a snood for the rest of the head and hair.,"A soft silky fabric is draped starting at the lower cheeks and tying on the flat bow on top the bonnet. There are rose buds under the brim. The same fabric makes a fairly long bavolet across the back neckline, with the same fabric in another color used for ties on the bonnet under the chin.",Drawn by Carma after a French fashion image in Le Moniteur de la Mode1861.
54,BootsFromManchester.png,BootsFromManchester_thumb.png,1840,1850,men,garment,"Boots from Manchester, England,1840s",Medium high boots with uppers possibly of strong kangaroo skin and low heels. At the top front edge there is inserted a narrow panel of black elastic to make them easier to pull on. Top quality workmanship.,"Jane Tozer and Sarah Leavitt, Fabric of Society ( Powys, Wales: Laura Ashley, 1993)."
55,BoyInAMultipleButtonedCoat.png,BoyInAMultipleButtonedCoat_thumb.png,1840,1850,child,costume,Boy in a multiple buttoned coat. 1840,This pre-adolescent is dressed in fashionable coat with multiple rows of buttons with a narrow pants and a snug belt.,Drawn by Carma from an unknown source.
56,boysFlatShoe.png,boysFlatShoe_thumb.png,1830,1840,child,garment,"Boy's flat shoes with silk ribbon ties, ca.: 1830s to 1880s",An amalgamation of common forms of dress shoes for boys. Could be any color of leather depending on the economic status of the boy. Such shoes could also be bought by the poor at second-hand clothes fairs and tied with heavy string.,Drawn by Carma; free use.
57,boysTrousers.png,boysTrousers_thumb.png,1830,1840,men,garment,Boy's trousers in heavy striped cotton above white stockings and best slip-on shoes. Ca.:1830s-1850s,"In grey with cream stripes for summer, these heavy, cotton, broadfall trousers were easily washable, and could be smoothed out without ironing. Note: Costumers must remember there was no pressed line down center front or back of the legs of trousers until the beginning of the 1900s.Trousers were worn by youths with various colored cotton or silk knit stockings, and for special, dressy occasions, were likely worn with black square-toed flat shoes, as seen here.",Pattern cut and sewn by Carma for her fashion shows and teaching. Free use.
58,breeches.png,breeches_thumb.png,1800,1850,men,garment,"Breeches illustration with close-up of knee plackets, ca:1700s to Mid-1800","These particular breeches show a narrow front opening with two buttons, called a ""French fall."" This is not a ""broadfall"" that extends widely from side to side. The French Fall is narrow. There is also a placket at the knees with 4 buttons to close the breech knee over high stockings. Breeches could be made of woven wool, of wool densely machine knitted, of leather, or of lined silk or heavy work cloth.",Watercolor and photo by Carma
59,BreechesIllustration.png,BreechesIllustration_thumb.png,1800,1850,men,garment,"Breeches illustration with close-up of knee plackets, 1700s to Mid-1800.","These particular breeches show a narrow front opening with two buttons, called a ""French fall."" This is not a ""broadfall"" that extends widely from side to side. The French Fall is narrow. There is also a placket at the knees with 4 buttons to close the breech knee over high stockings. Breeches could be made of woven wool, of wool densely machine knitted, of leather, or of lined silk or heavy work cloth.",Watercolor and photo by Carma
60,brigham.png,brigham_thumb.png,1840,1850,men,costume,"Brigham Young near the time of LDS migrations west, ca; mid-1840s.","An engraving of a daguerreotype of Brigham Young in earlier years when he was more slender, had thick hair and a clean-shaven face. Under his dark coat is a figured or moir vest, and a shirt with pleated front. His patterned kerchief tie is in a square knot with short tails, and the shirt collar folds over it. His hair, parted on the side, curves under below the collar line. Brigham, The Mormon Moses led the LDS people across plains and mountains to the Utah Territory, where they hoped to enjoy peace from eastern persecutions. He gained weight and grew a long beard during the last dozen years of his life. Young died quickly and in pain at 77 with symptoms of a ruptured appendix.",LDS Archives. Free use. Also online.
61,BritishChurchBellRinger.png,BritishChurchBellRinger_thumb.png,1800,1810,men,costume,"British church bell ringer for hours of services,  or in a Village Center for time of day or night. 1800s","In a very long coat with a stand up collar, the bell-ringer wore his cardboard-based silk hat. He had to wear leather gloves to pull on the enormous ropes made of tow-linen shreds and horsehair for long strength.","Compton's Pictured Encyclopedia vol. 2, 1926."
62,BritishCityWorker.png,BritishCityWorker_thumb.png,1835,1845,men,costume,"An average city worker on a British street, 1835","He wears an aged, double-breasted tail coat in navy, a high-buttoned vest of gold lightweight wool with standing collar (a design soon to disappear in the 1840s), peacock silk tie knotted with very little wrapping, and a stout black pilot cap. Dark gray stockings are with strong leather shoes that reach just to the anklebone. The height of these shoes dates from the later 1830s. He holds keys to many doors on the street where he oversees the safety of businesses.","Historical and reproduced clothing for Robert Putt in film, Little Dorrit. Photo by Snowdon."
63,BritishCountryWomen.png,BritishCountryWomen_thumb.png,1840,1870,women,costume,British country women washing outside in tubs.,"Once a week the women get together in their oldest clothes, with their outer skirts tucked up into their waistbands. They assemble all their laundry tubs and baskets with benches. Some are scrubbing with hands on a washboard, and other clothes are lying over a stool or rack. The woman far left is carrying something in her basket, possibly food for their long day's work, and she has her baby's laundry in her apron. Neckerchiefs are on two women. Small day caps are different styles over their hair. All sleeves are rolled up for washing in soapsuds.",Public Domain
