id,image,year_from,year_to,pdf,person,class,clothing,caption,description,source
67,0031_image.jpg,1800,1819,1800-1819,women,upper,costume,Evening dresses of the upper classes.,"Cover of Regency novel by Georgette Heyer. The artist portrays luscious silks, sheers, and velvets with amazing skill. Yes, some women even wore sheer fabric over fleshcolored slips or tights. It was even fashionable to wear muslin gowns made damp enough to cling to the body beneath. Georgette Heyer is the world-acclaimed writing heir of Jane Austin and has authored dozens of deliciously authentic Regency novels. They’ve been published in languages throughout the world, and are still popular 50 to 90 years after original publication. In the mid-1980s her publisher enlisted an excellent cover artist who painted the modes of the Regency with incredible fidelity and amazing artistry. All of her novels of that series bore these wonderful covers. After hours of searching, this author was unable to find out the name of that particular artist, but he or she is a master to equal the very best in history. If you loved Pride and Prejudice, but have not read Georgette Heyer, race to your nearest library or bookstore (or Amazon) and prepare for a reading treat! You might even find these very covers on older copies!",Cover of Regency novel by Georgette Heyer.
68,0110_image.jpg,1800,1820,1800-1819,women,upper,costume,Evening gowns for more mature women.,"Left –1800-1820, Museum gowns for more mature women. These modest gowns were worn in early 1800. Right – Museum Regency evening gown with embroidered front and hem.",Both images found on Pinterest.
69,0111_image.jpg,1800,1819,1800-1819,women,upper,costume,Early 1800s In portraits. Evening gowns for the very wealthy.,"Left, note the stand-up lace collar, deeply embroidered veil, goldbraided belt, and heavy velvet dress fabric with a train. Right, notice her “Vshaped” hair part, as well as the tower of braids above her gold crown. Her sleeves are satin, and her dress a glowing velvet with a high gold belt. The low neckline has a sheer inset. Both women required hired maids or dressers to arrange their hair and clothing",Seen on Pinterest.
70,0114_image.jpg,1800,1820,1800-1819,women,upper,costume,Authentic Regency or Empire dresses in Museums.,"Dresses center and right are inching toward styles of the 1820s with slightly lower waists, and “A” shaped skirt silhouette with ornate hem treatment. ",Found on Pinterest.
71,0083_image.jpg,1800,1820,1800-1819,women,upper,costume,"1800-1820 better day dresses, museum, and film.","Left - Authentic day dress in a historic home. Lowering waistline indicates closer to 1820. Right - Day dress in film. For modesty or cold, a scarf was often tucked into the low neckline.",Seen on Pinterest.
72,0116_image.jpg,1810,1825,1800-1819,women,upper,costume,Formal gowns for the aristocracy and nobility.,"Both gowns are encrusted with gold lace and gold embroidery. Left - Gown is a reproduction for a film. Right - Authentic museum gown on right tends toward the 1820s with its slightly lower waistline and flared skirt, elaborately embroidered and beaded from hem to knee. Both images are from Pinterest sites. One wonders if the film dress was modified from the museum gown.",Seen on Pinterest.
73,0119_image.jpg,1800,1820,1800-1819,women,upper,costume,Women's outdoor wear,"Common items were the pelisse (long jacket with open front), spencer (jacket only to high waistline), and shawl any time, anywhere. Notice bonnets. More bonnets are shown below.",Seen on Pinterest.
74,0095_image.jpg,1800,1820,1800-1819,women,upper,costume,Women’s Bonnets for middle or wealthy classes. A fashion plate from this time.,"Most bonnets were made to frame the face with wide brims and as much ornamentation as a woman could afford. Even the poorest woman would never leaver her home without some sort of bonnet on, and often would not even go outdoors in her own yard, lest the sun brown her alabaster complexion. Note the other style, which was rather an enlarged cap to surround the piled-up hairdo, but with ruffled lace around the face and under the chin and back hair, with openings for the ears. It tied under the chin. One supposes that a woman wearing this style would also carry a parasol against the sun. It was a common undertaking for a woman to buy fal-lals to redecorate her bonnets for various seasons and occasions. The black bonnet with black ribbons, bottom right, was probably a mourning bonnet, which should be worn for 6 months to 2 years after the death of a loved one (depending on a woman’s closeness to the deceased. Widow = 2 years. Parent or child = 1 year. Other relatives, 6 months or so).",Seen on Pinterest.
75,0118_image.jpg,1800,1819,1800-1819,women,upper,hairstyle,Women's hairstyles 1800-1819,"Fashion hair was typified by tousled curls around the face and on top, and usually a center part. Look at the portraits and illustrations above from these decades for many authentic examples. Women may have had small or wispy curls in front of her ears, but not the long, heavy, loose locks typified in the years after 2000.",Seen on Pinterest.
76,0303_image.jpg,1800,1819,1800-1819,women,upper,underwear,Women's underwear - Chemise,"Throughout the 1800s, the most common item of underclothing was a chemise, a sort of slip that reached from shoulder to calf, and might have sleeves, depending on weather. For the poor a chimise had no ornamentation other than a drawstring at the top, and was often used as a nightgown, as well. The wealthy decorated it with tucks and lace. The top might be cut closer to the neck, or dropped over the shoulder, as here. Stockings of calf or knee-length were worn with ankle booties or shoes for walking, or with slippers for more dressy occasions.",
77,0126_image.jpg,1800,1819,1800-1819,women,upper,underwear,Women's underwear - Pantalets,"Women who could afford them also wore pantalets, leg coverings for each leg, attached to each other only at the waistline front and back, with buttons or ties. This left the crotch open for toilet functions. (They wore bands and folded cloths for menstruation.) The hem of the pantalet could be ruffled with lace and embroidery as at far left.",
78,0763_image.jpg,1800,1819,1800-1819,women,upper,underwear,Women's underwear - Corset,"Over the chemise women wore a corset to hold up their breasts and narrow their waistlines. The model left holds her corset. In the early 1800s, corsets might only come down to the waist, and were barely cinched. Later in the century, small waistlines were prized, so corsets came down to the hips, and were tightly cinched-in at the waist.",
79,0066_image.jpg,1800,1819,1800-1819,women,upper,underwear,Layers of a Regency Dress,"1..Unclothed 2..Pantalets or drawers. Split crotch for convenience. 3..Chemise for warmth, comfort, modesty 4..Corset with boning to hold up busts, usually with backlacing. 5..Petticoat to smooth under-layers and to line the dress. 6..Dress for wearing in public. So next time you see a “Bodice-ripper” novel with the wicked duke unfastening the back of the heroine’s dress to expose her bare skin, you can laugh at the publisher and artist. (And thank goodness we didn’t live in those days!)",
80,0120_image.jpg,1800,1819,1800-1819,women,upper,underwear,Authentic early 1800s corset,"Here’s an authentic corset from the early 1800s. The boning down to the waist or hips held up the cantilevered half cups. Thus, a woman’s neckline could be cut as low as she desired.",
81,0026_image.jpg,1800,1815,1800-1819,children,upper,costume,Mother and Daughter,"The 10-year-old daughter seems to be holding a small portrait necklace of her father on a chain around her mother’s neck. Young girls wore their hair “down” until they came out socially, around age 16-18. This girl’s hair has been curled in ringlets.",Seen on Pinterest.
82,0764_image.jpg,1800,1810,1800-1819,children,uppermiddle,costume,Family portrait of parents and 8 children.,"Upper middle class family of wealth shows all males dressed similarly and all females dressed similarly. Males wear dark or black doublebreasted coats with metal buttons from bottom to collar. Father and oldest son wear cravats and hair combed forward. Little boy wears lighter trousers, as do the men, though it’s not shown. Mother and all daughters wear white muslin in classic Empire styles. Mother has V neck with lace and a scarf around her curls. All daughters have short puffed sleeves and low, squarish necks with plain skirts.",Seen on Pinterest.
83,0765_image.jpg,1810,1815,1800-1819,children,uppermiddle,costume,"Clothing of nurse, little girl and baby. ","Little girl wears high waisted dress, puffed sleeves and pantalets. Baby wears a cap and a long, long, Empire gown. Fashionable, but difficult for diaper changing. Nurse wears Empire waist with a tucked-in scarf and long apron. Her mobcap is ruffled around the cap, but also has ruffled ties below her chin.","From a museum, shown on Pinterest."
